,ID,Confirmed,Deaths,Recovered,Active,Incident_Rate,People_Tested,People_Hospitalized,Mortality_Rate,Testing_Rate,Hospitalization_Rate,State_Alabama,State_Alaska,State_Arizona,State_Arkansas,State_California,State_Colorado,State_Connecticut,State_Delaware,State_Florida,State_Georgia,State_Hawaii,State_Idaho,State_Illinois,State_Indiana,State_Iowa,State_Kansas,State_Kentucky,State_Louisiana,State_Maine,State_Maryland,State_Massachusetts,State_Michigan,State_Minnesota,State_Mississippi,State_Missouri,State_Montana,State_Nebraska,State_Nevada,State_New Hampshire,State_New Jersey,State_New Mexico,State_New York,State_North Carolina,State_North Dakota,State_Ohio,State_Oklahoma,State_Oregon,State_Pennsylvania,State_Rhode Island,State_South Carolina,State_South Dakota,State_Tennessee,State_Texas,State_Utah,State_Vermont,State_Virginia,State_Washington,State_West Virginia,State_Wisconsin,State_Wyoming,Day,Month,Year
2266,2266,9077,400,3124.0,5553.0,203.17064386762416,182101.0,2136.0,4.406742315743087,4075.9697498003993,23.532003966068093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2267,2267,38497,2723,28700.0,7074.0,828.1072467396921,347647.0,,7.073278437280827,7478.21908219637,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2268,2268,2137,81,1357.0,699.0,158.9778993194526,45617.0,260.0,3.7903603182030885,3393.5867259033544,12.166588675713616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2269,2269,48423,2392,3401.0,42630.0,800.9520847944318,262055.0,8281.0,4.9398013340767815,4334.582710298924,17.101377444602768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2270,2270,94220,6547,,87673.0,1366.9925134599146,545481.0,9388.0,6.9486308639354695,7914.120603211923,9.963914243260453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2271,2271,55608,5334,33168.0,17106.0,556.8118177720978,494252.0,,9.59214501510574,4949.024502904167,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2272,2272,22464,942,16314.0,5208.0,398.32386226619036,216532.0,2796.0,4.193376068376068,3839.470376790543,12.446581196581194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2273,2273,14044,670,9401.0,3973.0,471.8849761890282,148132.0,2106.0,4.770720592423811,4977.3045637164005,14.995727712902308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2274,2274,12816,689,,12127.0,208.8171136182779,165521.0,,5.376092384519351,2696.911474969645,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2275,2275,481,17,444.0,20.0,45.00466888352865,35643.0,66.0,3.5343035343035343,3334.9301725896307,13.721413721413722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2276,2276,12984,153,,12831.0,671.2131049912945,90421.0,,1.1783733826247689,4674.34998201,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2277,2277,8150,402,401.0,7347.0,264.59698794476645,128559.0,,4.932515337423313,4173.782107140029,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2278,2278,4286,223,2550.0,1513.0,315.2140418074135,64232.0,421.0,5.202986467568829,4723.94501478623,9.822678488100793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2279,2279,156628,11339,25552.0,119737.0,1763.3939377563415,660325.0,16597.0,7.239446331434992,7434.2588933585075,10.596445080062313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2280,2280,7252,329,2564.0,4359.0,345.8555752519638,180646.0,1282.0,4.536679536679538,8615.199427325739,17.677881963596253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2281,2281,364965,29484,64632.0,270849.0,1876.0832528296487,1811544.0,77838.0,8.0785828778102,9312.145987050906,21.32752455714932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2282,2282,24916,844,14954.0,9118.0,237.56484025108875,364156.0,,3.3873816021833365,3472.092710165174,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2283,2283,2439,56,1762.0,621.0,320.05269912421824,67340.0,161.0,2.2960229602296023,8836.551356713759,6.601066010660107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2284,2284,33439,2044,,31395.0,286.0699283948294,349725.0,5700.0,6.112622985137116,2991.8898803158504,17.045964293190586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2285,2285,6229,322,5135.0,772.0,157.4183889646904,178638.0,941.0,5.169369080109167,4514.513753070215,15.106758709263124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2286,2286,4038,148,1795.0,2095.0,95.7385441529427,116992.0,759.0,3.6651807825656255,2773.8097467907555,18.796433878157504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2287,2287,73557,5265,43038.0,25254.0,574.5747789659872,419407.0,,7.157714425547535,3276.108111013062,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2288,2288,14353,655,1175.0,12523.0,1354.8733623382398,138383.0,1624.0,4.563505887270955,13062.874695217211,11.314707726607676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2289,2289,10623,466,6102.0,4055.0,206.3233654073619,175683.0,1618.0,4.386708086227996,3412.1724376222883,15.231102325143555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08,31,020
2290,2290,4710,54,3619.0,1037.0,532.4085325532211,38006.0,391.0,1.1464968152866242,4296.118617455992,8.301486199575372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,08,31,020
2291,2291,21285,353,13916.0,7016.0,311.6775176617261,409630.0,1647.0,1.6584449142588678,5998.2363899353,7.73784355179704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,08,31,020
2292,2292,58542,1581,37626.0,19335.0,201.89764194438519,855674.0,,2.700625192169724,2951.019146478081,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,08,31,020
2293,2293,8706,105,5499.0,3102.0,271.5568950061105,200626.0,716.0,1.206064782908339,6257.911051860318,8.224213186308294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,31,020
2294,2294,971,54,849.0,68.0,155.611717514251,30999.0,,5.561277033985583,4967.876036276281,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,08,31,020
2295,2295,40249,1281,5367.0,33601.0,471.5471900419881,277047.0,6826.0,3.1826877686402137,3245.813171993408,16.959427563417727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,08,31,020
2296,2296,20406,1095,,19311.0,267.9748750245079,332791.0,3338.0,5.366068803293148,4370.264953164805,16.357933940997743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,08,31,020
2297,2297,1899,74,1191.0,634.0,105.96228992376184,88461.0,,3.896787783043707,4936.03482303628,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,08,31,020
2298,2298,16462,539,9846.0,6077.0,282.73399063003546,227067.0,2411.0,3.2742072652168632,3899.863871363763,14.645851050905115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,08,31,020
2299,2299,860,14,607.0,239.0,148.59380156507285,21502.0,82.0,1.627906976744186,3715.190606107205,9.534883720930234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,08,31,020
2300,2300,16530,591,9355.0,6584.0,337.12780570180405,200481.0,1765.0,3.5753176043557167,4088.791265269412,10.677555958862676,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2301,2301,424,10,366.0,48.0,57.95952402107868,47970.0,,2.358490566037736,6557.354639837604,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2302,2302,17877,860,4452.0,12565.0,245.60647158008754,202914.0,2848.0,4.8106505565810815,2787.7715262181514,15.931084633887114,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2303,2303,6538,125,4583.0,1830.0,216.64760203114585,118902.0,640.0,1.9118996635056595,3940.017310600688,9.788926277148976,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2304,2304,103813,3993,,99820.0,262.7364195631311,1790559.0,,3.8463390904799977,4531.658469329857,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2305,2305,25107,1421,3783.0,19903.0,435.9810902948147,163123.0,4196.0,5.659776158043574,2832.6181300896587,16.71247062572191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2306,2306,41559,3826,7127.0,30606.0,1165.6565095601,235525.0,12538.0,9.206188791838107,6606.060045095948,30.16915710195144,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2307,2307,9171,345,5010.0,3816.0,941.8093090317572,56801.0,,3.7618580307491,5833.138214187421,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2308,2308,53285,2364,,50921.0,248.09410786620583,951616.0,10056.0,4.4365205967908405,4430.708877755605,18.87210284320165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2309,2309,45266,1973,,43293.0,426.33697461238944,444646.0,7767.0,4.358679803826272,4187.890036970363,17.158573763972964,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2310,2310,647,17,600.0,30.0,45.69622112733354,51839.0,83.0,2.627511591962905,3661.2772906025402,12.828438948995366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2311,2311,2770,82,2185.0,503.0,155.00275591542558,43875.0,234.0,2.96028880866426,2455.142929887833,8.447653429602887,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2312,2312,115833,5186,,110647.0,914.0990864691032,829966.0,,4.477135186000536,6549.6979479113525,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2313,2313,33068,2068,,31000.0,491.19020043762686,242287.0,5285.0,6.25378008951252,3598.917385189044,15.982218458933108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2314,2314,18586,506,10359.0,7721.0,589.0836019486097,142933.0,,2.722479285483697,4530.263987803757,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2315,2315,9371,214,534.0,8623.0,321.6611734952017,84488.0,822.0,2.2836410201686053,2900.065011873077,8.771742610180342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2316,2316,9185,409,3124.0,5652.0,205.5880096864744,182101.0,2142.0,4.4529123571039735,4075.9697498003993,23.32063146434404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2317,2317,38802,2741,28700.0,7361.0,834.6680881105939,393829.0,,7.064068862429773,8471.638020527476,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2318,2318,2189,84,1402.0,703.0,162.84633673855018,45669.0,264.0,3.837368661489264,3397.4551633224523,12.06030150753769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2319,2319,49709,2428,3468.0,43813.0,822.2234719667598,274858.0,8392.0,4.884427367277556,4546.353760040227,16.882254722484866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2320,2320,94895,6640,,88255.0,1376.7857627337994,562323.0,9618.0,6.997207439801887,8158.473053983437,10.135412824700985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2321,2321,56014,5372,33168.0,17474.0,560.8771608525085,504458.0,,9.590459527975147,5051.21881689104,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2322,2322,22947,977,16655.0,5315.0,406.88825086459536,225208.0,2880.0,4.25763716389942,3993.310201800401,12.550660217021832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2323,2323,14372,693,9401.0,4278.0,482.9059297770373,156497.0,2147.0,4.82187586974673,5258.37248067889,14.938769830225437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2324,2324,12981,708,,12273.0,211.50553619529225,171067.0,,5.454125259995378,2787.2750604976545,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2325,2325,485,17,445.0,23.0,45.37892808422329,36793.0,66.0,3.5051546391752577,3442.5296927893346,13.608247422680412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2326,2326,13249,163,,13086.0,684.9123866319825,92980.0,,1.2302815306815609,4806.63851679687,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2327,2327,8248,406,406.0,7436.0,267.7786449777219,131190.0,,4.9224054316197865,4259.199858708455,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2328,2328,4389,232,2691.0,1466.0,322.78918093624304,65596.0,426.0,5.285942128047392,4824.260449463158,9.706083390293916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2329,2329,157185,11409,25804.0,119972.0,1769.6649137206027,685857.0,16778.0,7.258326176161847,7721.710524093721,10.674046505709832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2330,2330,7364,335,2638.0,4391.0,351.19697409755395,179543.0,1282.0,4.549158066268332,8562.596186908899,17.409016838674635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2331,2331,366733,29529,64954.0,272250.0,1885.171563190924,1876789.0,78043.0,8.05190697319303,9647.534453974775,21.280604690605973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2332,2332,25800,876,14954.0,9970.0,245.99345314167962,375192.0,,3.3953488372093017,3577.316886478026,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2333,2333,2481,57,1793.0,631.0,325.5640617167632,68254.0,161.0,2.2974607013301087,8956.489104561046,6.4893188230552195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2334,2334,33915,2098,,31817.0,290.142098194044,360012.0,5811.0,6.186053368715907,3079.894944863163,17.134011499336573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2335,2335,6273,325,5236.0,712.0,158.530350614144,182406.0,975.0,5.180934162282799,4609.738105232513,15.542802486848398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2336,2336,4086,151,1981.0,1954.0,96.87659519785136,119647.0,768.0,3.695545766030348,2836.758195212267,18.79588839941263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2337,2337,74220,5373,44826.0,24021.0,579.7536617161599,427846.0,,7.239288601455133,3342.027555249423,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2338,2338,14494,677,1186.0,12631.0,1368.1832727464953,140365.0,1639.0,4.670898302745964,13249.968613154531,11.30812750103491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,08,31,020
2339,2339,10788,470,6102.0,4216.0,209.5280491400377,182249.0,1618.0,4.35669262143122,3539.6994278571306,14.9981460882462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,08,31,020
2340,2340,4793,54,3698.0,1041.0,541.7906786682778,39026.0,406.0,1.1266430210723972,4411.417280556689,8.470686417692468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,08,31,020
2341,2341,21679,356,14632.0,6691.0,317.4468830344636,415989.0,1689.0,1.6421421652290236,6091.3516041617895,7.790949767055676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,08,31,020
2342,2342,60395,1611,38905.0,19879.0,208.28820479708824,873218.0,,2.667439357562712,3011.52429201927,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,08,31,020
2343,2343,8921,106,5623.0,3192.0,278.26315878124416,203507.0,734.0,1.1882076000448378,6347.774986447111,8.227777155027464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,08,31,020
2344,2344,974,55,855.0,64.0,156.09249522026832,31152.0,,5.646817248459959,4992.395699283161,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,08,31,020
2345,2345,41401,1338,5472.0,34591.0,485.04373313444677,287281.0,6974.0,3.2318059950242746,3365.712149431101,16.845003743870922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,08,31,020
2346,2346,20764,1106,,19658.0,272.6761886214291,335801.0,3394.0,5.326526680793681,4409.792757429422,16.345598150645348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,08,31,020
