Province_State,Date,Incident_Rate,People_Tested,People_Hospitalized,Confirmed
Michigan,542,496.4725138249201,335883.0,6250.044184664157,49582
Minnesota,542,238.2247636015967,128752.0,1915.0,13435
Mississippi,542,352.23370872896487,105326.0,1667.0,10483
Missouri,542,172.61302291448467,127110.0,6250.044184664157,10594
Montana,542,43.22693768022921,24549.0,63.0,462
Nebraska,542,478.6994263878148,53341.0,6250.044184664157,9260
Nevada,542,211.158136146351,69484.0,6250.044184664157,6504
New Hampshire,542,248.7293255699189,39175.0,326.0,3382
New Jersey,542,1606.6307971344904,451696.0,6250.044184664157,142704
New Mexico,542,262.44390935073864,115011.0,886.0,5503
New York,542,1763.4354964625754,1298757.0,74433.0,343051
North Carolina,542,161.78360127550462,219268.0,6250.044184664157,16968
North Dakota,542,224.6536371056424,50246.0,129.0,1712
Ohio,542,225.4835701636568,233352.0,4718.0,26357
Oklahoma,542,125.42421968723043,112183.0,858.0,4963
Oregon,542,82.48499135911034,84050.0,685.0,3479
Pennsylvania,542,492.93121561032433,311195.0,6250.044184664157,63105
Rhode Island,542,1134.268677060983,101601.0,1351.0,12016
South Carolina,542,159.04942476898114,102535.0,1338.0,8189
South Dakota,542,428.63973576259315,26473.0,290.0,3792
Tennessee,542,244.52444761255168,302317.0,1435.0,16699
Texas,542,153.4010985905205,623284.0,6250.044184664157,44480
Utah,542,210.5142986901263,160119.0,558.0,6749
Vermont,542,149.36160733602674,22505.0,6250.044184664157,932
Virginia,542,325.85013283902236,166830.0,5211.0,27813
Washington,542,233.3978954136322,261080.0,6250.044184664157,17773
West Virginia,542,79.62516467678155,68713.0,6250.044184664157,1427
Wisconsin,542,193.6475364083131,133873.0,1939.0,11275
Wyoming,542,121.12122662455357,15430.0,67.0,701
Alabama,545,231.95127248920846,146063.0,1377.0,11373
Alaska,545,53.03843235891162,32418.0,6250.044184664157,388
Arizona,545,180.9247426435181,142001.0,1629.0,13169
Arkansas,545,147.888994778985,81529.0,520.0,4463
California,545,194.09943095330271,1133906.0,6250.044184664157,76693
Colorado,545,368.6920185262877,118030.0,3789.0,21232
Connecticut,545,1012.1204828671576,155908.0,10946.0,36085
Delaware,545,757.1649804264688,38278.0,6250.044184664157,7373
Florida,545,205.50582214504257,608837.0,7993.0,44138
Georgia,545,346.33639443394134,301874.0,6438.0,36772
Hawaii,545,45.06057044704606,38776.0,81.0,638
Idaho,545,131.55649067045687,34745.0,212.0,2351
Illinois,545,713.14927822923,538602.0,6250.044184664157,90369
Indiana,545,395.94671534006835,165448.0,4389.0,26656
Iowa,545,445.28330591714285,93566.0,6250.044184664157,14049
Kansas,545,270.6882951854829,61592.0,724.0,7886
Kentucky,545,166.61917736593526,121278.0,1887.0,7444
Louisiana,545,727.8661949744385,253189.0,6250.044184664157,33837
Maine,545,119.252022746412,23695.0,211.0,1603
Maryland,545,611.7756811475301,182826.0,6679.0,36986
Massachusetts,545,1210.3150335951975,435679.0,8314.0,83421
Michigan,545,501.44905449231925,357496.0,6250.044184664157,50079
Minnesota,545,252.4987445989384,134669.0,1985.0,14240
Mississippi,545,362.91865763441285,106823.0,1712.0,10801
Missouri,545,175.4154997826451,134458.0,6250.044184664157,10766
Montana,545,43.60119688092382,25418.0,63.0,466
Nebraska,545,496.7928172340065,57215.0,6250.044184664157,9610
Nevada,545,218.5928245192776,72146.0,6250.044184664157,6733
New Hampshire,545,253.9510234160053,42612.0,335.0,3453
New Jersey,545,1621.041657519148,462972.0,6250.044184664157,143984
New Mexico,545,270.02678806903185,119601.0,886.0,5662
New York,545,1777.6334111785495,1338048.0,74751.0,345813
North Carolina,545,166.7988166380056,231547.0,6250.044184664157,17494
North Dakota,545,231.0835601302781,51715.0,130.0,1761
Ohio,545,230.5908923698146,246182.0,4791.0,26954
Oklahoma,545,128.55792979023602,118192.0,863.0,5087
Oregon,545,83.95497395878405,89506.0,691.0,3541
Pennsylvania,545,500.98465168185976,319832.0,6250.044184664157,64136
Rhode Island,545,1153.4311721877625,104978.0,1372.0,12219
South Carolina,545,163.28349176124368,109616.0,1421.0,8407
South Dakota,545,439.37833673765823,27414.0,296.0,3887
Tennessee,545,248.3462860955073,309756.0,1454.0,16960
Texas,545,157.68101683132167,645992.0,6250.044184664157,45721
Utah,545,215.6297743139492,163218.0,566.0,6913
Vermont,545,149.52186657136585,23205.0,6250.044184664157,933
Virginia,545,335.91396141230547,178014.0,5316.0,28672
Washington,545,235.73542005120757,267931.0,6250.044184664157,17951
West Virginia,545,80.74114456012815,70936.0,6250.044184664157,1447
Wisconsin,545,200.68926500497898,140342.0,1977.0,11685
Wyoming,545,123.71297897743277,16022.0,68.0,716
Alabama,548,238.0901393685941,153494.0,1387.0,11674
Alaska,548,53.03843235891162,33281.0,6250.044184664157,388
Arizona,548,187.7528690839333,146788.0,1683.0,13666
Arkansas,548,151.69971277127345,81644.0,520.0,4578
California,548,199.24214337421608,1179126.0,6250.044184664157,78725
Colorado,548,375.6553521467211,121840.0,3842.0,21633
Connecticut,548,1029.454290776591,164755.0,10946.0,36703
Delaware,548,775.033786420529,39758.0,6250.044184664157,7547
Florida,548,208.63929938242558,630047.0,8393.0,44811
Georgia,548,350.48052620678294,321069.0,6735.0,37212
Hawaii,548,45.13119830041133,40883.0,81.0,639
Idaho,548,135.3616124763229,35688.0,213.0,2419
Illinois,548,729.6267837116702,561649.0,6250.044184664157,92457
Indiana,548,405.2155760232993,171358.0,4389.0,27280
Iowa,548,454.1262159001226,96300.0,6250.044184664157,14328
Kansas,548,272.50752922616647,61592.0,724.0,7939
Kentucky,548,172.08063347518944,127734.0,1896.0,7688
Louisiana,548,733.8892624624796,259742.0,6250.044184664157,34117
Maine,548,122.59970897447724,23740.0,214.0,1648
Maryland,548,628.0186844159798,190175.0,6755.0,37968
Massachusetts,548,1232.2519119687,448089.0,8456.0,84933
Michigan,548,506.04509506844846,357921.0,6250.044184664157,50538
Minnesota,548,265.4251199369037,143281.0,2039.0,14969
Mississippi,548,373.7380084128852,108476.0,1748.0,11123
Missouri,548,178.5601395242437,139340.0,6250.044184664157,10959
Montana,548,43.788326481271135,26091.0,63.0,468
Nebraska,548,528.3270127087977,59978.0,6250.044184664157,10220
Nevada,548,221.19009556658818,73664.0,6250.044184664157,6813
New Hampshire,548,261.5261625448349,42676.0,335.0,3556
New Jersey,548,1633.4822830855906,475224.0,6250.044184664157,145089
New Mexico,548,278.8496343764799,124458.0,886.0,5847
New York,548,1790.0681525608602,1378717.0,75163.0,348232
North Carolina,548,172.86284129684697,238586.0,6250.044184664157,18130
North Dakota,548,242.4999540719784,53487.0,130.0,1848
Ohio,548,235.03948122609955,246702.0,4870.0,27474
Oklahoma,548,132.34870814064595,123399.0,878.0,5237
Oregon,548,85.63834112937816,92199.0,699.0,3612
Pennsylvania,548,509.17869090498357,327836.0,6250.044184664157,65185
Rhode Island,548,1173.726425647159,108480.0,1403.0,12434
South Carolina,548,168.21676247699912,109616.0,1421.0,8661
South Dakota,548,447.51706589770754,28176.0,304.0,3959
Tennessee,548,252.78313306997302,320201.0,1474.0,17263
Texas,548,163.65083026792666,678471.0,6250.044184664157,47452
Utah,548,220.46452261695256,166774.0,578.0,7068
Vermont,548,149.6821258067049,22276.0,6250.044184664157,934
Virginia,548,347.75858386584343,185568.0,5414.0,29683
Washington,548,240.1609582695384,273303.0,6250.044184664157,18288
West Virginia,548,82.02452142597676,73393.0,6250.044184664157,1470
Wisconsin,548,209.31108879894558,146393.0,2018.0,12187
Wyoming,548,128.03256623223135,16394.0,69.0,741
Alabama,551,240.0684453064692,156350.0,1392.0,11771
Alaska,551,53.03843235891162,34651.0,6250.044184664157,388
Arizona,551,191.5859621963596,151761.0,1699.0,13945
Arkansas,551,157.69745152435345,85185.0,520.0,4759
California,551,202.88911610971616,1235243.0,6250.044184664157,80166
Colorado,551,380.95165327946967,125548.0,3866.0,21938
Connecticut,551,1049.5368255066142,170607.0,10946.0,37419
Delaware,551,787.6651837611577,40865.0,6250.044184664157,7670
Florida,551,212.25699895664056,651792.0,8478.0,45588
Georgia,551,353.93710884458505,351175.0,6790.0,37579
Hawaii,551,45.201826153776615,41674.0,82.0,640
Idaho,551,135.3616124763229,36672.0,213.0,2419
Illinois,551,743.3106891266851,581944.0,6250.044184664157,94191
Indiana,551,412.6128398378009,177243.0,4389.0,27778
Iowa,551,464.3637066689487,100241.0,6250.044184664157,14651
Kansas,551,272.9880816142716,61592.0,724.0,7953
Kentucky,551,172.08063347518944,129685.0,1896.0,7688
Louisiana,551,740.6652133865256,265170.0,6250.044184664157,34432
Maine,551,125.50103703880043,23779.0,216.0,1687
Maryland,551,641.8467401516455,194926.0,6993.0,38804
Massachusetts,551,1247.8775852545875,460826.0,8539.0,86010
Michigan,551,512.0930438875814,396958.0,6250.044184664157,51142
Minnesota,551,277.81954567248357,150585.0,2090.0,15668
Mississippi,551,379.550889421195,113126.0,1773.0,11296
Missouri,551,180.9878665786385,157044.0,6250.044184664157,11108
Montana,551,43.788326481271135,26885.0,63.0,468
Nebraska,551,526.104110404837,65640.0,6250.044184664157,10177
Nevada,551,225.60545634701614,80637.0,6250.044184664157,6949
New Hampshire,551,264.46796414826383,44752.0,347.0,3596
New Jersey,551,1649.4130389014422,487565.0,6250.044184664157,146504
New Mexico,551,283.18952093852187,128584.0,886.0,5938
New York,551,1799.7784570136025,1413396.0,75525.0,350121
North Carolina,551,178.0401453687823,248944.0,6250.044184664157,18673
North Dakota,551,249.3235458532245,55221.0,130.0,1900
Ohio,551,238.88066660393017,264462.0,4921.0,27923
Oklahoma,551,134.19355360451215,123472.0,880.0,5310
Oregon,551,85.89914449383639,94356.0,703.0,3623
Pennsylvania,551,513.2015032976516,332904.0,6250.044184664157,65700
Rhode Island,551,1196.3815922995088,112550.0,1418.0,12674
South Carolina,551,171.2272229531491,120331.0,1421.0,8816
South Dakota,551,450.6821272377266,28559.0,312.0,3987
Tennessee,551,254.18886676485332,325280.0,1482.0,17359
Texas,551,166.90646509412838,693276.0,6250.044184664157,48396
Utah,551,225.7671497879885,170752.0,586.0,7238
Vermont,551,150.64368121873943,22282.0,6250.044184664157,940
Virginia,551,356.01818706044713,190361.0,5517.0,30388
Washington,551,242.06512159790032,280993.0,6250.044184664157,18433
West Virginia,551,83.25209929765806,75490.0,6250.044184664157,1492
Wisconsin,551,215.42537021458725,152217.0,2038.0,12543
Wyoming,551,130.27875160472666,17085.0,70.0,754
Alabama,554,246.49284087791915,157123.0,1416.0,12086
Alaska,554,53.03843235891162,35611.0,6250.044184664157,388
Arizona,554,195.19923634893348,156473.0,1717.0,14208
Arkansas,554,159.48683214681938,85239.0,530.0,4813
California,554,206.15645948343632,1292672.0,6250.044184664157,81457
Colorado,554,385.5359926206028,128495.0,3872.0,22202
Connecticut,554,1069.0864438122373,177679.0,10946.0,38116
Delaware,554,808.1013469382725,42458.0,6250.044184664157,7869
Florida,554,216.23320929947133,676412.0,8553.0,46442
Georgia,554,360.5677196811317,364289.0,6916.0,38283
Hawaii,554,45.201826153776615,42045.0,82.0,640
Idaho,554,137.3760887264873,36672.0,213.0,2455
Illinois,554,761.4138488856496,603241.0,6250.044184664157,96485
Indiana,554,419.6981708408477,183912.0,4389.0,28255
Iowa,554,473.998992098432,103148.0,6250.044184664157,14955
Kansas,554,285.0018913168989,66990.0,740.0,8303
Kentucky,554,177.60923863496723,129685.0,1896.0,7935
Louisiana,554,746.6237480086234,269748.0,6250.044184664157,34709
Maine,554,127.43525574834923,23805.0,223.0,1713
Maryland,554,657.6927657434729,201506.0,7086.0,39762
Massachusetts,554,1262.9954604299776,460826.0,8539.0,87052
Michigan,554,519.833216796836,410178.0,6250.044184664157,51915
Minnesota,554,290.30262967512766,156606.0,2128.0,16372
Mississippi,554,384.12055310402803,115767.0,1805.0,11432
Missouri,554,183.17119158057739,151338.0,6250.044184664157,11242
Montana,554,43.975456081618454,28167.0,64.0,470
Nebraska,554,549.2636506879625,67501.0,6250.044184664157,10625
Nevada,554,229.241635813251,81832.0,6250.044184664157,7061
New Hampshire,554,268.58648639306443,44878.0,359.0,3652
New Jersey,554,1668.9577682981335,505569.0,6250.044184664157,148240
New Mexico,554,290.72470859569376,133253.0,886.0,6096
New York,554,1806.2040158097527,1439557.0,75870.0,351371
North Carolina,554,183.13163777101715,255755.0,6250.044184664157,19207
North Dakota,554,253.3914563381982,56561.0,133.0,1931
Ohio,554,243.42336022448262,271849.0,4998.0,28454
Oklahoma,554,136.4174769034193,123560.0,885.0,5398
Oregon,554,87.41654588704796,97315.0,708.0,3687
Pennsylvania,554,520.7706396248269,340609.0,6250.044184664157,66669
Rhode Island,554,1207.803572153402,115384.0,1438.0,12795
South Carolina,554,173.67443598537415,131559.0,1421.0,8942
South Dakota,554,455.203643437754,29045.0,316.0,4027
Tennessee,554,263.73614144258147,337428.0,1489.0,18011
Texas,554,169.59995111029738,723013.0,6250.044184664157,49177
Utah,554,230.32117077017227,174022.0,595.0,7384
Vermont,554,150.64368121873943,23825.0,6250.044184664157,940
Virginia,554,364.82843046802424,196226.0,5609.0,31140
Washington,554,244.4026462354757,285243.0,6250.044184664157,18611
West Virginia,554,83.81008923933138,76035.0,6250.044184664157,1502
Wisconsin,554,217.89856269731868,157189.0,2068.0,12687
Wyoming,554,132.35215348703002,17085.0,73.0,766
Alabama,557,252.40736378496842,157566.0,1453.0,12376
Alaska,557,54.67879624630064,36380.0,6250.044184664157,400
Arizona,557,200.25507242553874,161571.0,1746.0,14576
Arkansas,557,163.13186674813872,93701.0,535.0,4923
California,557,211.9647887186707,1339316.0,6250.044184664157,83752
Colorado,557,390.39817070968354,131333.0,3899.0,22482
Connecticut,557,1077.8935889312697,185520.0,10946.0,38430
Delaware,557,825.3539872083995,44132.0,6250.044184664157,8037
Florida,557,218.57051327148662,715855.0,8744.0,46944
Georgia,557,365.9550909858258,378156.0,7027.0,38855
Hawaii,557,45.272454007141896,45023.0,82.0,641
Idaho,557,137.3760887264873,38069.0,213.0,2455
Illinois,557,773.6062559595813,621684.0,6250.044184664157,98030
Indiana,557,426.3824453720237,189330.0,4389.0,28705
Iowa,557,484.8069931887408,107648.0,6250.044184664157,15296
Kansas,557,286.7181498458457,66990.0,740.0,8353
Kentucky,557,180.6085628916888,153986.0,1980.0,8069
Louisiana,557,753.7008523070715,278073.0,6250.044184664157,35038
Maine,557,129.5182605124787,23833.0,225.0,1741
Maryland,557,687.2014397057072,208658.0,7199.0,41546
Massachusetts,557,1275.6613961575351,476940.0,8766.0,87925
Michigan,557,524.1889415258474,422904.0,6250.044184664157,52350
Minnesota,557,301.95232596736815,161835.0,2221.0,17029
Mississippi,557,393.2598804696942,117760.0,1840.0,11704
Missouri,557,185.6315055752996,154110.0,6250.044184664157,11393
Montana,557,44.0690208817921,28950.0,65.0,471
Nebraska,557,561.1018978416134,69984.0,6250.044184664157,10854
Nevada,557,230.37794189644936,87555.0,6250.044184664157,7096
New Hampshire,557,273.66109415897944,49474.0,368.0,3721
New Jersey,557,1681.5222371960074,520182.0,6250.044184664157,149356
New Mexico,557,295.3030504633425,137620.0,886.0,6192
New York,557,1813.7810347421741,1467739.0,76168.0,352845
North Carolina,557,183.4367459299525,265008.0,6250.044184664157,19239
North Dakota,557,261.6585002270156,57731.0,135.0,1994
Ohio,557,247.6837395522324,277602.0,5117.0,28952
Oklahoma,557,138.71721576933467,139147.0,897.0,5489
Oregon,557,88.34121236103626,99720.0,714.0,3726
Pennsylvania,557,525.7854853648132,349700.0,6250.044184664157,67311
Rhode Island,557,1222.5294304774293,117246.0,1464.0,12951
South Carolina,557,175.88858110976838,135063.0,1444.0,9056
South Dakota,557,461.7598419277937,29709.0,327.0,4085
Tennessee,557,269.6080082305708,346123.0,1498.0,18412
Texas,557,174.34200395566532,744937.0,6250.044184664157,50552
Utah,557,234.50088865793,174022.0,595.0,7518
Vermont,557,151.28471816009574,24591.0,6250.044184664157,944
Virginia,557,376.6027584262889,202789.0,5768.0,32145
Washington,557,247.02907841252662,289135.0,6250.044184664157,18811
West Virginia,557,83.81008923933138,78301.0,6250.044184664157,1502
Wisconsin,557,221.29920236107444,161122.0,2110.0,12885
Wyoming,557,134.07998838894946,17850.0,73.0,776
Alabama,560,266.19432063036584,164450.0,1493.0,13052
Alaska,560,54.81549323691639,37045.0,6250.044184664157,401
Arizona,560,204.78883847249455,165435.0,1792.0,14906
Arkansas,560,165.7828010036437,96258.0,535.0,5003
California,560,217.6465748333117,1380120.0,6250.044184664157,85997
Colorado,560,395.86812105989924,131837.0,3955.0,22797
Connecticut,560,1094.357901621945,190718.0,10946.0,39017
Delaware,560,841.4769903179823,45412.0,6250.044184664157,8194
Florida,560,221.02421684370202,771348.0,8934.0,47471
Georgia,560,374.86497429743537,402940.0,7107.0,39801
Hawaii,560,45.41370971387244,46304.0,82.0,643
Idaho,560,140.22993008088682,38567.0,215.0,2506
Illinois,560,792.4512191262802,642713.0,6250.044184664157,100418
Indiana,560,434.83433916811083,195738.0,4389.0,29274
Iowa,560,495.07617897542684,110748.0,6250.044184664157,15620
Kansas,560,292.0042261150017,71203.0,760.0,8507
Kentucky,560,182.80209854212697,153986.0,2010.0,8167
Louisiana,560,759.6808978844838,285970.0,6250.044184664157,35316
Maine,560,135.32091664112505,37269.0,231.0,1819
Maryland,560,700.0535919863437,215330.0,7393.0,42323
Massachusetts,560,1290.8227968852534,489953.0,8897.0,88970
Michigan,560,530.7876141612921,437072.0,6250.044184664157,53009
Minnesota,560,313.31831580500284,167338.0,2308.0,17670
Mississippi,560,402.09680362105524,120680.0,1901.0,11967
Missouri,560,187.83112404740226,161984.0,6250.044184664157,11528
Montana,560,44.72397448300771,29726.0,65.0,478
Nebraska,560,574.9562656895546,72135.0,6250.044184664157,11122
Nevada,560,239.85798121913302,91171.0,6250.044184664157,7388
New Hampshire,560,284.4722150515808,50888.0,383.0,3868
New Jersey,560,1697.5092854352358,531343.0,6250.044184664157,150776
New Mexico,560,301.26443310351016,142246.0,1139.0,6317
New York,560,1821.6202164734773,1505836.0,76410.0,354370
North Carolina,560,193.19067238591907,277603.0,6250.044184664157,20262
North Dakota,560,274.9120150328976,59200.0,142.0,2095
Ohio,560,251.8243491800053,289528.0,5198.0,29436
Oklahoma,560,139.80390556311886,144371.0,905.0,5532
Oregon,560,90.11941711870607,102149.0,723.0,3801
Pennsylvania,560,532.1516836172879,349700.0,6250.044184664157,68126
Rhode Island,560,1260.7600242032695,120528.0,1486.0,13356
South Carolina,560,178.19983786242543,135063.0,1444.0,9175
South Dakota,560,472.15932918785654,30389.0,333.0,4177
Tennessee,560,269.6080082305708,354013.0,1515.0,18412
Texas,560,178.20807031177986,770241.0,6250.044184664157,51673
Utah,560,240.4897381687471,179664.0,631.0,7710
Vermont,560,151.28471816009574,25058.0,6250.044184664157,944
Virginia,560,385.5418750752005,212626.0,6059.0,32908
Washington,560,249.13022415416737,293120.0,6250.044184664157,18971
West Virginia,560,87.4370238602079,80641.0,6250.044184664157,1567
Wisconsin,560,230.36757479775642,167713.0,2161.0,13413
Wyoming,560,135.98060678106086,18840.0,74.0,787
Alabama,563,271.00751858230933,170739.0,1528.0,13288
Alaska,563,54.81549323691639,39545.0,6250.044184664157,401
Arizona,563,210.8613372384172,171627.0,1830.0,15348
Arkansas,563,180.85998958182842,99276.0,535.0,5458
California,563,222.79434897904883,1421127.0,6250.044184664157,88031
Colorado,563,402.7099002281056,135611.0,3990.0,23191
Connecticut,563,1099.715114098809,202747.0,10946.0,39208
Delaware,563,861.1942934838423,47542.0,6250.044184664157,8386
Florida,563,226.63002158933224,813929.0,9200.0,48675
Georgia,563,382.98370517968436,407731.0,7235.0,40663
Hawaii,563,45.69622112733354,47149.0,82.0,647
Idaho,563,140.22993008088682,38888.0,221.0,2506
Illinois,563,810.364982270504,672020.0,6250.044184664157,102688
Indiana,563,444.6676497006411,202995.0,4389.0,29936
Iowa,563,512.5084387985054,116565.0,6250.044184664157,16170
Kansas,563,296.0545962433161,71203.0,760.0,8625
Kentucky,563,185.46567754623044,158672.0,2016.0,8286
Louisiana,563,785.2359127980292,305381.0,6250.044184664157,36504
Maine,563,139.6357122239647,37327.0,235.0,1877
Maryland,563,720.0348017096505,220233.0,7485.0,43531
Massachusetts,563,1306.9852853165246,501486.0,9040.0,90084
Michigan,563,535.8042074698776,454740.0,6250.044184664157,53510
Minnesota,563,322.71609211381167,173556.0,2380.0,18200
Mississippi,563,410.6649230263673,125970.0,1932.0,12222
Missouri,563,190.45437274376167,162092.0,6250.044184664157,11689
Montana,563,44.81753928318136,30524.0,65.0,479
Nebraska,563,590.7233634269502,75640.0,6250.044184664157,11427
Nevada,563,240.24757187622964,94382.0,6250.044184664157,7400
New Hampshire,563,289.3997327373243,52830.0,385.0,3935
New Jersey,563,1706.628658022402,544274.0,6250.044184664157,151586
New Mexico,563,308.65654757731795,147344.0,1139.0,6472
New York,563,1832.3534698865674,1555055.0,76608.0,356458
North Carolina,563,195.57432987760205,290645.0,6250.044184664157,20512
North Dakota,563,292.49588616149344,61279.0,144.0,2229
Ohio,563,258.07803851451354,299078.0,5295.0,30167
Oklahoma,563,143.54414020219005,149595.0,917.0,5680
Oregon,563,90.49876746700895,105224.0,732.0,3817
Pennsylvania,563,540.9471918777622,368906.0,6250.044184664157,69252
Rhode Island,563,1281.0552776626664,123367.0,1506.0,13571
South Carolina,563,182.20083694685695,138238.0,1444.0,9381
South Dakota,563,472.15932918785654,31301.0,342.0,4177
Tennessee,563,277.6470477981671,360583.0,1539.0,18961
Texas,563,182.96736698567642,770241.0,6250.044184664157,53053
Utah,563,245.60521379257003,182874.0,647.0,7874
Vermont,563,152.24627357213032,25701.0,6250.044184664157,950
Virginia,563,399.9405308569989,218599.0,6269.0,34137
Washington,563,251.04751964341455,297942.0,3125.0,19117
West Virginia,563,88.88779770855852,83141.0,6250.044184664157,1593
Wisconsin,563,238.4741501578206,177123.0,2218.0,13885
Wyoming,563,138.39957564374808,18840.0,75.0,801
Alabama,566,278.7983728943533,177768.0,1561.0,13670
Alaska,566,55.088887218147896,41446.0,6250.044184664157,403
Arizona,566,214.6532142958711,176003.0,1879.0,15624
Arkansas,566,185.9630380236755,103047.0,584.0,5612
California,566,228.4153943958051,1466773.0,6250.044184664157,90252
Colorado,566,407.84991706513375,142225.0,4037.0,23487
Connecticut,566,1111.8319506956943,202328.0,12538.0,39640
Delaware,566,875.8795765709143,48986.0,6250.044184664157,8529
Florida,566,230.24306517953917,835496.0,9372.0,49451
Georgia,566,390.697441365951,427249.0,7313.0,41482
Hawaii,566,45.343081860507155,47985.0,83.0,642
Idaho,566,145.2101630326821,39595.0,223.0,2595
Illinois,566,832.1140268632266,697133.0,6250.044184664157,105444
Indiana,566,451.6935649300773,208561.0,5285.0,30409
Iowa,566,522.7142345494711,120250.0,6250.044184664157,16492
Kansas,566,305.8029446877336,76434.0,787.0,8909
Kentucky,566,188.59929990399925,166240.0,2041.0,8426
Louisiana,566,794.2920249854049,311808.0,6250.044184664157,36925
Maine,566,144.9176171615787,37398.0,240.0,1948
Maryland,566,734.8056794272935,227902.0,7634.0,44424
Massachusetts,566,1318.6646418579726,511644.0,9162.0,90889
Michigan,566,539.8395110693987,471784.0,6250.044184664157,53913
Minnesota,566,336.9900731111534,180971.0,2432.0,19005
Mississippi,566,424.205911733586,137973.0,1966.0,12625
Missouri,566,192.849512857829,172946.0,6250.044184664157,11836
Montana,566,44.81753928318136,31857.0,65.0,479
Nebraska,566,602.8717829951075,78419.0,6250.044184664157,11662
Nevada,566,244.30580788765243,99941.0,6250.044184664157,7525
New Hampshire,566,295.2097909040965,55100.0,393.0,4014
New Jersey,566,1717.808333305187,555314.0,6250.044184664157,152579
New Mexico,566,315.95327992888315,152767.0,1139.0,6625
New York,566,1841.0716680611845,1600793.0,76843.0,358154
North Carolina,566,210.81066856443942,303224.0,6250.044184664157,22110
North Dakota,566,304.0435030220638,62830.0,147.0,2317
Ohio,566,263.44201007776473,307800.0,5379.0,30794
Oklahoma,566,147.81508381031855,153167.0,926.0,5849
Oregon,566,91.61310911514872,107839.0,737.0,3864
Pennsylvania,566,548.438215342944,379001.0,6250.044184664157,70211
Rhode Island,566,1296.630704736157,127139.0,1537.0,13736
South Carolina,566,187.1923746395702,150023.0,1534.0,9638
South Dakota,566,492.393114182979,32344.0,351.0,4356
Tennessee,566,283.98749248444983,361016.0,1560.0,19394
Texas,566,184.6434671186573,720928.0,6250.044184664157,53539
Utah,566,251.31333598256745,186834.0,1036.0,8057
Vermont,566,152.5667920428085,25733.0,6250.044184664157,952
Virginia,566,409.4654349665205,225175.0,6422.0,34950
Washington,566,252.99107945443225,302927.0,3156.0,19265
West Virginia,566,95.13728505529959,84829.0,6250.044184664157,1705
Wisconsin,566,247.2505484819579,187099.0,2259.0,14396
Wyoming,566,138.74514262413194,19424.0,76.0,803
Alabama,569,287.9148961338396,182676.0,1589.0,14117
Alaska,569,55.635675180610896,42351.0,6250.044184664157,407
Arizona,569,220.54711015691365,180439.0,1930.0,16053
Arkansas,569,191.3643165692669,103047.0,590.0,5775
California,569,234.2034767317445,1515306.0,6250.044184664157,92539
Colorado,569,416.1329847383177,144952.0,4082.0,23964
Connecticut,569,1122.546375649422,208367.0,12538.0,40022
Delaware,569,875.8795765709143,50534.0,6250.044184664157,8529
Florida,569,233.39051036894625,856437.0,9567.0,50127
Georgia,569,397.85548715540483,453537.0,7411.0,42242
Hawaii,569,45.41370971387244,48821.0,84.0,643
Idaho,569,145.2101630326821,40609.0,225.0,2595
Illinois,569,850.6748951078145,722247.0,6250.044184664157,107796
Indiana,569,459.00170508416323,214933.0,5285.0,30901
Iowa,569,535.5824118006891,123941.0,6250.044184664157,16898
Kansas,569,307.0729759991542,76434.0,787.0,8946
Kentucky,569,191.84483734597407,171459.0,2076.0,8571
Louisiana,569,794.2920249854049,314447.0,6250.044184664157,36925
Maine,569,149.75316393545066,37463.0,243.0,2013
Maryland,569,752.5208082465497,232327.0,7825.0,45495
Massachusetts,569,1329.879725841251,520986.0,9260.0,91662
Michigan,569,544.3654595234517,450918.0,6250.044184664157,54365
Minnesota,569,351.88466197794475,189493.0,2534.0,19845
Mississippi,569,436.9740896709137,134220.0,1996.0,13005
Missouri,569,194.96766397911307,148304.0,6250.044184664157,11966
Montana,569,44.81753928318136,32652.0,65.0,479
Nebraska,569,618.4320991228324,79982.0,6250.044184664157,11963
Nevada,569,244.33827377574383,107047.0,6250.044184664157,7526
New Hampshire,569,300.7256689105258,59539.0,419.0,4089
New Jersey,569,1724.1243432081505,578735.0,6250.044184664157,153140
New Mexico,569,315.95327992888315,158383.0,1139.0,6625
New York,569,1850.1805402106072,1652061.0,77034.0,359926
North Carolina,569,217.9997795593552,329582.0,6250.044184664157,22864
North Dakota,569,310.3422031278295,64148.0,150.0,2365
Ohio,569,268.69476691960887,316494.0,5437.0,31408
Oklahoma,569,150.6202597896219,160903.0,926.0,5960
Oregon,569,92.18213463760306,110207.0,740.0,3888
Pennsylvania,569,554.6716217300296,388452.0,6250.044184664157,71009
Rhode Island,569,1317.0203547232718,130132.0,1557.0,13952
South Carolina,569,192.18391233228337,158910.0,1534.0,9895
South Dakota,569,504.6012079230528,33528.0,358.0,4464
Tennessee,569,289.7129286792224,373758.0,1573.0,19785
Texas,569,188.9095902966356,762706.0,6250.044184664157,54776
Utah,569,257.64529666327513,190779.0,1053.0,8260
Vermont,569,152.88731051348663,27424.0,6250.044184664157,954
Virginia,569,418.8263185870713,232470.0,6431.0,35749
Washington,569,252.99107945443225,308358.0,3230.0,19265
West Virginia,569,95.13728505529959,83744.0,6250.044184664157,1705
Wisconsin,569,255.5116983721928,194206.0,2292.0,14877
Wyoming,569,140.47297752605144,20034.0,77.0,813
